date,commodity,market,grade,price_per_quintal,volume_quintals,total_value,price_change_pct
2025-12-23,Maize,Bangalore,A,2039.19,831.59,1695763.73,-1.21
2025-04-02,Onion,Hyderabad,C,2060.67,1031.84,2126289.62,-0.6
2026-01-16,Wheat,Chennai,A,2688.02,323.73,870190.91,-1.78
2025-11-03,Onion,Hyderabad,C,1644.35,336.03,552559.26,-2.38
2025-09-06,Maize,Chennai,B,1679.63,79.99,134349.8,-3.7
2025-04-08,Potato,Chennai,C,1813.05,1165.48,2113066.09,2.62
2025-08-20,Cotton,Chennai,A,5019.41,696.41,3495573.23,-3.29
2025-06-08,Sugarcane,Chennai,B,327.67,191.37,62706.69,2.1
2025-05-19,Onion,Chennai,C,1939.07,630.35,1222287.69,4.36
2025-06-01,Wheat,Kolkata,C,2232.88,18.5,41307.55,-4.58
2026-01-25,Cotton,Mumbai,C,5254.13,555.58,2919064.31,-1.91
2025-05-15,Tomato,Bangalore,C,2478.81,217.59,539371.1,-1.34
2025-05-19,Cotton,Bangalore,C,6352.56,438.25,2784021.44,3.68
2025-05-17,Cotton,Chennai,A,8632.19,917.23,7917709.08,2.73
2025-08-01,Wheat,Mumbai,B,1902.75,1231.53,2343298.74,-1.35
2025-04-29,Wheat,Bangalore,C,2026.45,354.79,718971.72,-2.36
2025-08-16,Cotton,Delhi,B,5129.64,571.21,2930082.48,3.62
2025-03-09,Maize,Delhi,C,1775.07,1267.13,2249243.56,4.92
2025-05-26,Wheat,Mumbai,A,2462.13,213.13,524765.86,2.15
2025-06-10,Tomato,Kolkata,A,2834.05,124.84,353794.04,-0.96
2026-01-24,Onion,Bangalore,A,2522.47,8.56,21602.28,1.69
2025-09-04,Soybean,Delhi,A,4551.51,2201.56,10020404.12,-2.46
2025-04-29,Soybean,Mumbai,A,6258.13,91.5,572615.11,-2.67
2025-08-05,Tomato,Kolkata,A,2559.46,853.19,2183706.37,-4.06
2025-08-27,Maize,Bangalore,B,1450.45,1006.9,1460454.73,2.53
2025-04-29,Maize,Chennai,A,2017.88,261.61,527896.28,-0.96
2025-05-19,Cotton,Delhi,C,6422.39,47.99,308186.96,-1.37
2025-12-08,Tomato,Bangalore,C,2329.22,41.68,97083.77,-3.75
2025-12-28,Soybean,Mumbai,B,4583.68,227.02,1040589.73,-4.85
2025-10-30,Soybean,Mumbai,C,3085.74,411.94,1271153.54,3.3
2025-08-20,Onion,Bangalore,C,1596.77,2.74,4370.62,-2.86
2025-10-09,Wheat,Chennai,A,1733.65,305.99,530477.85,-1.91
2025-07-18,Maize,Kolkata,B,1727.84,109.4,189029.43,1.99
2025-11-21,Maize,Delhi,A,1685.45,220.61,371819.92,1.86
2025-03-13,Rice,Delhi,C,3966.71,52.54,208413.34,3.82
2025-09-06,Cotton,Hyderabad,B,5156.35,204.94,1056766.28,-0.05
2025-09-14,Onion,Chennai,A,1610.38,85.01,136900.97,3.98
2025-12-07,Cotton,Kolkata,C,5073.6,547.92,2779901.24,3.28
2026-01-13,Wheat,Hyderabad,C,2254.64,60.0,135267.61,2.75
2026-01-14,Potato,Bangalore,A,1645.21,300.3,494061.26,-4.78
2026-02-18,Tomato,Delhi,A,3139.37,177.03,555756.27,-0.19
2025-06-18,Tomato,Hyderabad,C,2618.05,696.6,1823730.07,-0.77
2025-06-14,Soybean,Delhi,C,4026.23,150.04,604095.69,1.26
2025-04-01,Sugarcane,Delhi,C,361.84,329.42,119195.52,-2.14
2025-09-17,Potato,Delhi,B,1220.77,13.41,16373.4,-1.05
2025-11-14,Tomato,Mumbai,A,2576.22,114.46,294886.26,-0.79
2025-09-15,Wheat,Mumbai,C,1578.62,1756.45,2772764.03,3.32
2025-11-20,Cotton,Delhi,B,5248.54,112.81,592105.04,0.57
2025-09-17,Wheat,Delhi,A,2005.77,318.13,638101.47,-2.06
2026-01-12,Tomato,Bangalore,B,2844.08,207.09,588993.89,-1.0
2025-07-17,Soybean,Hyderabad,B,4051.94,1189.71,4820625.2,1.31
2025-11-09,Potato,Delhi,B,1100.09,133.83,147221.22,2.04
2025-08-31,Sugarcane,Delhi,A,317.63,372.84,118425.47,-3.19
2025-12-01,Wheat,Chennai,A,2404.98,689.14,1657372.66,0.04
2026-01-08,Maize,Bangalore,B,1766.44,445.52,786988.04,-3.84
2025-05-21,Potato,Kolkata,B,1677.12,49.55,83096.54,4.26
2025-07-10,Sugarcane,Kolkata,B,315.4,239.46,75525.09,0.83
2025-07-30,Onion,Hyderabad,A,1833.18,179.43,328919.24,4.01
2025-08-08,Soybean,Mumbai,A,4788.92,109.66,525163.29,-0.93
2026-02-02,Cotton,Bangalore,C,5921.5,554.11,3281169.83,2.48
2026-01-02,Potato,Bangalore,B,1703.5,385.4,656530.42,2.37
2025-11-14,Rice,Bangalore,C,2986.59,964.13,2879465.3,3.86
2025-03-19,Wheat,Hyderabad,C,2239.41,534.75,1197525.4,1.87
2025-06-23,Wheat,Delhi,B,2081.27,1314.79,2736432.3,2.03
2025-08-09,Rice,Bangalore,B,2754.83,53.91,148507.07,2.07
2026-01-21,Maize,Kolkata,C,1757.51,735.56,1292756.75,-1.82
2025-10-26,Maize,Chennai,B,1375.34,127.73,175670.27,-4.37
2025-06-28,Onion,Mumbai,A,2030.91,504.77,1025132.84,-2.17
2025-09-16,Potato,Chennai,A,1257.53,112.28,141197.75,-0.19
2025-09-02,Wheat,Bangalore,C,1645.59,1841.34,3030088.82,-0.1
2025-11-22,Soybean,Mumbai,B,4178.74,359.64,1502847.89,3.99
2025-04-02,Soybean,Bangalore,B,5128.33,585.14,3000814.94,-1.94
2025-05-03,Potato,Hyderabad,C,1730.3,178.51,308872.95,-3.16
2025-09-16,Tomato,Hyderabad,B,2274.75,1138.9,2590717.51,1.56
2025-11-02,Maize,Mumbai,B,1378.07,187.93,258982.93,2.19
2025-12-01,Cotton,Bangalore,C,4346.48,219.56,954319.37,4.93
2025-11-27,Maize,Hyderabad,A,1841.3,47.14,86797.9,3.46
2025-10-16,Soybean,Mumbai,B,3113.23,1785.93,5560022.05,4.73
2026-02-17,Potato,Delhi,C,1469.07,400.13,587819.73,-4.09
2025-07-28,Cotton,Kolkata,A,5697.26,520.09,2963107.96,0.62
2025-08-20,Potato,Bangalore,A,1204.48,127.74,153859.66,4.73
2025-07-05,Cotton,Chennai,A,7055.37,674.51,4758883.71,-0.58
2025-08-16,Potato,Bangalore,B,1153.5,762.53,879576.24,-3.47
2025-03-15,Onion,Mumbai,B,2665.48,29.21,77863.39,2.3
2026-01-08,Potato,Hyderabad,C,1326.42,422.53,560454.65,-3.94
2026-01-02,Soybean,Chennai,A,4322.67,1060.65,4584819.35,4.71
2025-04-04,Onion,Hyderabad,A,2879.15,396.57,1141785.2,0.14
2025-12-02,Sugarcane,Bangalore,A,394.3,99.35,39173.24,3.48
2025-11-17,Sugarcane,Kolkata,A,377.62,394.15,148840.92,-3.04
2026-01-08,Tomato,Chennai,B,2523.58,434.56,1096646.59,-2.42
2025-07-11,Wheat,Chennai,C,2153.55,406.88,876244.07,-2.61
2025-09-20,Wheat,Chennai,A,1839.03,519.51,955399.67,3.88
2025-10-06,Rice,Chennai,A,2944.37,23.83,70164.16,-3.51
2025-03-02,Potato,Chennai,B,1496.39,719.48,1076625.72,-2.52
2025-12-02,Potato,Delhi,B,1463.18,1245.97,1823070.61,-2.6
2026-01-22,Cotton,Kolkata,B,7042.44,247.42,1742457.68,1.39
2025-10-16,Wheat,Hyderabad,A,2106.52,310.02,653071.85,-3.26
2025-07-10,Maize,Chennai,B,1490.14,4.58,6825.62,0.09
2025-08-02,Potato,Hyderabad,A,1638.27,342.7,561441.59,-2.4
2025-08-21,Soybean,Delhi,A,3740.0,199.71,746918.17,3.94
2025-04-10,Tomato,Bangalore,A,3278.44,66.14,216851.99,-2.62
2025-06-28,Cotton,Kolkata,B,6975.87,383.52,2675416.05,-4.0
2025-08-09,Soybean,Kolkata,B,3768.99,21.11,79569.87,-4.65
2025-06-18,Maize,Chennai,C,1851.86,18.5,34267.7,3.17
2025-11-21,Cotton,Mumbai,B,4473.78,549.49,2458279.47,3.06
2025-06-03,Cotton,Hyderabad,A,6711.24,179.75,1206340.79,4.46
2025-11-21,Onion,Hyderabad,B,1616.36,77.55,125352.84,-3.01
2025-03-29,Potato,Delhi,A,1763.68,32.9,58027.24,2.83
2025-06-06,Maize,Kolkata,A,1961.01,665.19,1304443.82,-4.76
2025-11-30,Cotton,Hyderabad,C,4428.41,103.61,458849.31,-3.85
2025-04-12,Onion,Kolkata,B,2571.12,618.18,1589410.23,3.27
2025-04-14,Cotton,Hyderabad,C,6735.28,400.85,2699814.51,4.56
2026-01-13,Cotton,Hyderabad,A,6735.59,658.11,4432769.37,-3.04
2025-07-26,Onion,Delhi,A,2199.53,631.09,1388102.73,-1.82
2025-06-30,Sugarcane,Kolkata,A,440.58,1049.89,462560.3,2.82
2026-02-14,Cotton,Delhi,C,6165.96,409.93,2527612.3,3.44
2025-07-17,Tomato,Mumbai,A,2693.38,351.86,947697.67,-1.72
2025-09-07,Onion,Kolkata,C,1471.84,5.48,8065.62,3.74
2025-10-06,Onion,Delhi,A,1844.4,639.71,1179873.83,-0.2
2025-08-10,Maize,Chennai,B,1794.68,620.59,1113761.74,4.87
2026-01-12,Potato,Chennai,B,1791.21,348.2,623694.34,3.74
2025-04-10,Soybean,Hyderabad,C,4873.89,119.72,583510.67,-4.68
2025-05-21,Potato,Chennai,A,1786.53,620.74,1108967.34,-2.96
2025-11-18,Wheat,Chennai,B,1954.44,265.44,518785.41,2.79
2025-12-25,Sugarcane,Mumbai,C,342.75,375.32,128639.52,0.96
2026-02-06,Tomato,Bangalore,B,2449.15,644.14,1577599.72,-4.48
2025-09-19,Tomato,Kolkata,A,2228.18,77.36,172379.69,-1.55
2025-12-23,Potato,Bangalore,B,1467.97,820.5,1204466.21,-4.99
2025-12-11,Wheat,Hyderabad,A,2071.97,563.13,1166786.25,-2.77
2025-03-17,Soybean,Mumbai,B,4744.73,438.25,2079361.21,-3.07
2025-12-17,Tomato,Delhi,B,2151.39,360.04,774594.04,0.44
2025-08-13,Soybean,Hyderabad,C,3534.67,912.09,3223944.48,-4.32
2026-01-14,Soybean,Kolkata,C,3773.79,171.97,648966.01,-0.83
2025-04-22,Sugarcane,Kolkata,C,325.76,93.58,30485.67,2.05
2025-12-11,Soybean,Chennai,B,4137.15,1374.51,5686564.85,-1.57
2025-10-27,Sugarcane,Hyderabad,A,359.47,431.6,155146.51,-2.51
2025-11-28,Wheat,Chennai,B,1678.95,1607.11,2698259.57,1.8
2025-05-16,Potato,Mumbai,C,1600.65,179.44,287228.39,-0.02
2025-05-13,Sugarcane,Bangalore,B,342.99,391.94,134429.28,-2.5
2025-12-11,Cotton,Delhi,B,5811.68,11.67,67842.51,4.43
2026-01-30,Wheat,Chennai,B,2622.82,1856.35,4868876.81,-2.85
2026-01-06,Wheat,Hyderabad,B,2097.29,165.79,347715.55,-4.28
2025-03-27,Potato,Kolkata,A,2130.65,172.08,366642.79,-0.58
2025-08-12,Onion,Bangalore,A,1933.28,516.55,998640.83,0.12
2025-04-29,Sugarcane,Bangalore,A,399.74,410.0,163893.28,-4.46
2025-03-28,Cotton,Mumbai,C,5982.42,746.33,4464851.08,-1.46
2025-03-29,Onion,Delhi,B,2630.61,196.53,516991.55,-4.36
2025-05-26,Onion,Mumbai,A,2349.81,431.77,1014581.81,0.39
2025-12-02,Sugarcane,Kolkata,A,384.76,587.06,225874.29,-0.62
2025-11-25,Rice,Delhi,B,3338.46,87.76,292994.59,0.08
2025-05-18,Potato,Kolkata,C,1397.18,585.44,817968.48,-1.78
2026-01-28,Maize,Bangalore,C,1925.28,138.6,266853.11,4.07
2025-03-15,Maize,Bangalore,A,2415.76,419.18,1012632.23,4.93
2025-10-11,Onion,Bangalore,B,1464.12,136.82,200324.56,3.48
2025-08-24,Potato,Hyderabad,C,1194.93,535.03,639325.68,3.55
2025-03-18,Rice,Hyderabad,B,4724.06,443.42,2094742.72,-2.49
2025-05-13,Rice,Chennai,B,3746.83,1044.51,3913606.59,-3.53
2025-03-11,Onion,Hyderabad,A,2546.7,87.43,222648.97,1.84
2025-08-07,Rice,Hyderabad,A,3565.97,1144.81,4082348.33,-1.09
2025-09-11,Soybean,Bangalore,A,3691.12,226.34,835449.06,1.97
2025-10-29,Potato,Kolkata,C,976.71,43.62,42601.53,4.47
2025-09-16,Cotton,Bangalore,A,4661.41,1646.88,7676785.72,2.25
2025-09-28,Tomato,Hyderabad,B,1990.21,32.28,64241.8,-0.71
2025-10-25,Wheat,Mumbai,B,2011.9,503.86,1013721.74,-1.68
2025-03-27,Maize,Kolkata,B,2149.97,468.62,1007510.01,-2.6
2025-05-15,Cotton,Chennai,B,7391.74,540.46,3994931.83,1.54
2025-07-12,Rice,Delhi,B,3643.13,666.01,2426345.95,0.24
2025-08-24,Potato,Bangalore,C,1258.24,339.89,427661.5,-1.66
2026-01-11,Potato,Delhi,C,1310.74,65.08,85296.68,2.4
2025-08-07,Cotton,Hyderabad,A,5008.11,822.82,4120767.02,3.53
2025-08-14,Tomato,Bangalore,B,2241.26,144.71,324343.94,-2.99
2025-07-15,Potato,Delhi,C,1122.97,1157.12,1299413.87,-0.02
2026-01-12,Tomato,Bangalore,A,2760.95,2408.9,6650843.48,-4.2
2025-03-10,Potato,Delhi,B,1929.6,996.15,1922172.86,2.97
2025-04-04,Tomato,Mumbai,A,3665.05,182.8,669955.22,4.53
2025-07-03,Cotton,Bangalore,C,5984.26,525.66,3145662.76,4.08
2026-02-05,Maize,Kolkata,C,1987.03,852.76,1694451.08,-4.1
2025-06-10,Maize,Kolkata,A,2139.79,210.4,450202.11,-3.15
2026-02-13,Rice,Bangalore,C,3711.15,534.62,1984042.0,-1.68
2025-07-16,Cotton,Kolkata,B,5852.66,837.07,4899068.89,2.1
2025-12-03,Rice,Kolkata,B,2979.36,3253.31,9692793.13,3.73
2025-08-13,Potato,Chennai,C,1262.8,2062.81,2604924.28,3.39
2025-04-28,Onion,Bangalore,B,2548.69,944.39,2406952.5,-3.98
2025-11-11,Onion,Kolkata,C,1563.15,184.21,287949.15,-0.16
2025-09-21,Cotton,Mumbai,C,4818.92,192.43,927303.42,-4.06
2025-05-10,Wheat,Hyderabad,B,2208.9,188.4,416158.8,-2.47
2025-05-28,Cotton,Delhi,B,5700.88,209.3,1193213.57,0.83
2025-08-12,Tomato,Bangalore,B,2140.33,15.04,32187.86,-3.42
2025-08-26,Tomato,Mumbai,C,1815.74,843.29,1531191.69,0.33
2026-01-17,Sugarcane,Hyderabad,B,377.55,322.3,121683.09,3.81
2025-07-03,Tomato,Hyderabad,A,2960.97,692.09,2049264.06,4.73
2025-05-24,Rice,Chennai,B,3365.35,424.31,1427964.77,-3.03
2026-01-08,Soybean,Hyderabad,A,5838.59,158.04,922707.74,-3.82
2025-12-17,Soybean,Mumbai,B,3687.1,523.6,1930551.71,-4.76
2025-07-28,Soybean,Bangalore,A,3886.27,158.74,616906.81,2.21
2025-08-02,Cotton,Bangalore,B,5613.73,203.26,1141058.07,-2.4
2025-11-06,Tomato,Kolkata,C,2100.4,281.69,591661.31,-3.36
2025-06-27,Potato,Chennai,C,1298.1,210.48,273224.89,0.24
2025-07-25,Cotton,Kolkata,A,6322.43,351.38,2221603.85,-3.52
2025-05-22,Rice,Hyderabad,B,4189.55,35.78,149899.49,0.58
2025-08-21,Soybean,Chennai,A,4079.73,107.24,437513.17,2.28
2025-04-28,Potato,Delhi,C,1528.6,334.52,511341.1,2.0
2025-05-01,Tomato,Hyderabad,B,3226.83,91.15,294114.86,-1.06
2025-12-23,Rice,Kolkata,B,2973.74,33.99,101087.9,0.36
2025-07-20,Soybean,Chennai,B,4337.1,89.31,387337.76,-3.49
2026-01-21,Potato,Delhi,A,1850.41,899.23,1663940.3,4.87
2025-12-21,Wheat,Bangalore,A,2185.59,1226.34,2680273.66,2.34
2025-08-07,Maize,Kolkata,C,1226.94,172.67,211860.2,-0.54
2025-07-22,Potato,Kolkata,A,1462.14,1177.7,1721963.81,4.25
2025-07-02,Onion,Hyderabad,A,2092.41,254.69,532909.36,2.77
2025-11-02,Maize,Mumbai,B,1340.89,66.65,89365.21,2.44
2025-11-05,Tomato,Mumbai,A,2316.54,101.29,234645.72,3.6
2025-05-06,Potato,Bangalore,A,1874.78,479.32,898623.81,4.84
2025-09-17,Soybean,Kolkata,C,3701.2,57.9,214282.4,2.48
2025-06-08,Rice,Mumbai,A,4488.53,896.52,4024056.23,4.12
2026-01-28,Potato,Kolkata,C,1601.9,351.31,562759.34,-0.16
2025-03-04,Tomato,Mumbai,B,3180.12,410.22,1304537.84,-4.58
2025-06-30,Rice,Chennai,B,3176.23,66.36,210787.31,-3.87
2025-04-26,Rice,Hyderabad,B,4021.39,67.63,271958.04,-0.61
2025-02-19,Tomato,Delhi,A,3565.88,263.45,939427.28,-0.02
2025-12-01,Onion,Mumbai,C,1420.54,1164.85,1654713.71,3.06
2025-04-25,Cotton,Hyderabad,B,6998.96,370.37,2592184.7,4.32
2025-09-23,Rice,Kolkata,B,2742.38,64.99,178228.74,0.92
2025-08-06,Wheat,Kolkata,C,1663.8,208.86,347495.1,4.11
2025-12-26,Sugarcane,Delhi,A,397.5,630.84,250761.56,2.14
2025-07-14,Potato,Chennai,A,1639.44,1622.81,2660512.42,-2.6
2025-05-15,Sugarcane,Mumbai,A,436.07,563.62,245777.05,-3.54
2026-02-03,Cotton,Chennai,B,6157.82,183.19,1128039.53,-1.24
2025-06-24,Onion,Kolkata,C,1758.82,28.25,49678.89,-1.28
2025-09-01,Maize,Mumbai,A,1479.82,47.32,70019.17,-2.41
2025-12-17,Wheat,Delhi,B,1926.31,75.19,144843.48,-3.69
2025-08-26,Tomato,Hyderabad,B,2229.23,2731.9,6090035.78,-4.62
2025-09-16,Rice,Chennai,B,2825.78,88.93,251297.33,-3.74
2025-12-12,Wheat,Delhi,C,1659.98,550.01,913006.15,-3.83
2025-03-19,Wheat,Mumbai,B,2687.45,128.43,345147.72,4.56
2025-12-08,Wheat,Hyderabad,B,2030.42,848.74,1723299.83,4.44
2025-05-14,Tomato,Mumbai,A,2987.49,6.05,18072.6,4.8
2025-06-09,Wheat,Chennai,C,1921.84,282.92,543722.52,-0.66
2025-07-15,Potato,Bangalore,B,1276.22,324.51,414142.25,2.58
2025-03-28,Wheat,Hyderabad,C,2305.93,62.2,143424.76,0.76
2025-03-13,Onion,Delhi,B,2694.05,40.91,110212.63,-2.3
2025-04-13,Potato,Mumbai,A,2231.24,461.64,1030020.77,0.02
2026-01-09,Potato,Kolkata,A,1607.15,434.9,698944.41,-0.18
2025-12-06,Soybean,Delhi,B,4224.57,119.97,506812.63,0.14
2025-08-04,Sugarcane,Bangalore,A,300.6,285.23,85741.94,-3.4
2025-07-31,Sugarcane,Bangalore,C,259.77,390.88,101537.62,3.51
2025-05-19,Wheat,Hyderabad,C,2232.28,625.98,1397362.93,-1.1
2025-03-11,Rice,Kolkata,C,3178.18,806.13,2562015.42,3.96
2025-07-22,Sugarcane,Bangalore,C,276.52,2140.4,591866.19,-4.31
2025-12-29,Soybean,Kolkata,B,4050.9,579.99,2349472.92,1.77
2025-02-25,Maize,Mumbai,A,2606.01,831.53,2166981.0,-3.06
2026-01-31,Onion,Kolkata,A,2241.7,53.98,121007.58,-2.22
2025-03-06,Wheat,Mumbai,A,2866.12,139.92,401025.02,2.05
2025-10-21,Wheat,Hyderabad,C,1806.87,108.04,195205.66,4.72
2025-08-17,Wheat,Bangalore,B,2133.69,200.46,427709.06,0.43
2025-10-22,Cotton,Kolkata,C,4684.89,911.31,4269365.78,-2.8
2025-11-12,Cotton,Bangalore,C,4790.08,752.45,3604306.33,-1.45
2026-01-14,Cotton,Kolkata,A,7610.39,517.14,3935653.88,0.16
2025-03-12,Onion,Mumbai,B,2136.02,1557.74,3327360.27,-3.47
2025-02-28,Tomato,Chennai,A,3398.51,20.32,69073.14,-3.19
2025-06-25,Cotton,Mumbai,B,6498.14,293.9,1909775.62,4.36
2025-09-13,Cotton,Delhi,C,4353.17,189.05,822951.96,4.95
2025-06-25,Sugarcane,Kolkata,B,322.05,190.04,61203.09,3.87
2025-08-06,Rice,Bangalore,B,3439.82,487.13,1675641.61,-3.38
2025-11-16,Rice,Mumbai,A,3336.8,540.68,1804128.18,-1.53
2025-10-22,Maize,Bangalore,B,1654.68,145.01,239938.83,-2.96
2026-02-14,Rice,Hyderabad,C,3474.79,80.11,278351.66,0.83
2025-06-17,Potato,Delhi,A,1503.55,29.0,43601.76,-3.25
2025-11-12,Maize,Delhi,B,1359.47,2.01,2737.04,0.91
2025-08-30,Onion,Hyderabad,A,1888.41,1307.42,2468949.95,-4.77
2025-05-11,Tomato,Mumbai,B,2520.95,261.7,659729.06,-1.53
2025-03-14,Tomato,Hyderabad,A,3309.68,137.25,454242.98,0.53
2025-03-01,Sugarcane,Hyderabad,A,501.56,417.35,209325.34,2.41
2025-12-23,Soybean,Bangalore,C,4114.09,947.6,3898519.3,-3.67
2025-11-02,Wheat,Bangalore,A,1788.95,1129.61,2020816.16,3.3
2025-10-04,Sugarcane,Hyderabad,C,224.88,67.27,15128.43,3.35
2026-01-06,Potato,Hyderabad,B,1746.26,373.57,652347.43,-0.2
2025-11-16,Rice,Bangalore,A,2992.05,16.36,48959.8,-2.23
2026-02-14,Cotton,Mumbai,A,8547.75,564.79,4827662.92,-3.84
2026-01-06,Onion,Chennai,C,1589.48,682.25,1084419.25,-1.68
2026-01-19,Sugarcane,Mumbai,B,426.12,332.08,141507.28,-1.66
2025-10-26,Rice,Delhi,C,2373.45,688.59,1634339.67,-0.39
2025-07-10,Potato,Chennai,B,1550.78,453.19,702804.37,4.42
2025-06-13,Maize,Mumbai,B,1636.98,502.72,822945.48,-0.64
2025-12-26,Maize,Bangalore,B,1919.97,583.46,1120233.77,-1.24
2025-09-01,Wheat,Hyderabad,A,1920.37,14.5,27837.45,4.91
2025-05-31,Cotton,Delhi,A,7824.09,81.43,637154.7,0.58
2026-01-01,Sugarcane,Bangalore,C,356.33,78.49,27966.71,3.71
2025-04-04,Maize,Mumbai,A,2532.31,195.95,496216.35,-3.14
2025-10-07,Maize,Hyderabad,B,1497.97,284.68,426448.45,-2.17
2025-10-12,Cotton,Delhi,C,4779.59,2584.95,12354995.92,0.31
2025-07-30,Potato,Delhi,B,1191.0,72.52,86374.8,2.94
2025-05-02,Maize,Hyderabad,A,2628.12,57.4,150857.85,-3.32
2025-12-13,Wheat,Bangalore,B,2315.09,344.58,797741.41,4.71
2025-08-06,Cotton,Bangalore,B,5144.33,102.89,529277.72,-3.85
2026-01-17,Onion,Mumbai,C,1922.94,467.08,898167.52,0.13
2025-05-08,Maize,Chennai,B,2156.51,649.79,1401284.96,0.91
2025-03-04,Rice,Chennai,A,4879.69,443.0,2161714.36,4.75
2025-11-21,Rice,Delhi,C,2892.09,731.55,2115716.67,-1.5
2025-06-17,Maize,Chennai,B,1734.09,336.55,583607.77,2.04
2025-08-10,Wheat,Chennai,A,1858.69,575.19,1069097.48,1.24
2025-06-02,Maize,Delhi,C,1938.12,1655.81,3209156.59,-0.27
2025-03-30,Wheat,Bangalore,B,2269.36,678.66,1540125.64,-4.11
2025-12-23,Tomato,Bangalore,A,2484.68,498.58,1238800.06,-2.95
2025-05-26,Tomato,Delhi,A,3464.47,54.58,189098.98,1.07
2025-08-29,Soybean,Bangalore,C,3682.23,386.67,1423798.63,-4.53
2025-09-15,Tomato,Mumbai,A,2327.71,2479.6,5771778.83,4.01
2025-10-07,Maize,Delhi,C,1417.91,96.92,137429.22,4.12
2025-08-20,Tomato,Delhi,C,1951.43,590.41,1152151.39,-0.49
2025-10-28,Potato,Chennai,C,1043.21,439.53,458524.67,-1.06
2025-08-12,Maize,Chennai,B,1757.02,117.21,205944.65,4.43
2026-02-06,Tomato,Hyderabad,A,3075.35,48.4,148836.66,1.78
2025-06-19,Maize,Bangalore,A,1805.7,833.24,1504576.37,-1.3
2025-02-26,Cotton,Hyderabad,B,7361.83,456.41,3360000.47,-1.85
2025-05-01,Onion,Delhi,A,2444.19,1896.18,4634615.31,0.97
2025-07-10,Maize,Delhi,C,1752.5,159.09,278812.92,2.27
2025-10-26,Tomato,Delhi,A,2127.23,61.73,131319.5,1.26
2025-02-25,Potato,Hyderabad,A,1847.59,63.16,116699.14,-0.04
2025-08-07,Tomato,Delhi,B,2148.12,157.45,338220.03,-3.78
2025-03-03,Tomato,Mumbai,B,3034.52,68.4,207560.69,3.09
2026-01-23,Maize,Mumbai,C,1492.17,936.44,1397318.58,-2.5
2025-09-23,Rice,Delhi,A,3192.23,463.73,1480326.9,-1.81
2025-07-21,Maize,Delhi,A,1906.02,317.49,605141.29,1.79
2025-05-22,Soybean,Delhi,C,4336.58,256.9,1114068.04,2.46
2025-11-06,Maize,Delhi,C,1178.05,1552.67,1829135.17,-1.3
2026-01-06,Cotton,Hyderabad,A,7611.26,189.28,1440642.81,3.01
2025-03-30,Rice,Bangalore,A,4124.62,697.41,2876564.54,0.51
2025-05-21,Cotton,Delhi,B,7019.02,893.27,6269885.07,-0.39
2025-10-16,Rice,Hyderabad,A,3300.38,48.52,160150.89,4.71
2025-02-23,Onion,Bangalore,A,2561.36,887.95,2274367.14,-4.58
2025-10-25,Wheat,Kolkata,A,1764.82,529.44,934364.41,-1.87
2026-01-10,Soybean,Bangalore,B,5019.97,774.67,3888796.9,1.86
2025-12-08,Onion,Bangalore,B,1903.84,482.82,919207.21,4.12
2025-11-20,Onion,Kolkata,B,1951.46,526.21,1026883.97,-1.28
2026-01-13,Soybean,Hyderabad,A,4645.05,525.91,2442858.6,-1.02
2025-09-18,Maize,Mumbai,C,1279.76,295.83,378585.95,-1.02
2025-06-24,Potato,Bangalore,A,1861.05,54.39,101223.94,-0.04
2025-04-25,Wheat,Delhi,C,2222.71,743.57,1652746.46,-2.67
2025-06-17,Tomato,Bangalore,B,2583.5,754.2,1948470.56,-0.91
2025-09-28,Maize,Hyderabad,B,1358.1,599.54,814234.66,-0.3
2025-07-01,Wheat,Bangalore,B,2253.43,209.48,472055.7,1.34
2025-05-24,Sugarcane,Mumbai,B,412.57,290.75,119954.73,-3.21
2025-10-17,Rice,Mumbai,C,2376.27,203.15,482734.13,-0.23
2025-09-07,Cotton,Delhi,A,6086.87,13.05,79447.5,-2.99
2025-12-19,Tomato,Hyderabad,C,1841.6,495.23,912021.78,-2.65
2025-10-09,Cotton,Bangalore,C,4973.03,109.82,546148.06,-0.49
2025-03-27,Sugarcane,Hyderabad,A,435.03,154.07,67025.1,4.56
2025-04-27,Sugarcane,Chennai,B,460.22,3.89,1790.61,-1.39
2025-11-24,Soybean,Mumbai,B,4152.37,321.74,1335977.18,4.84
2025-10-12,Wheat,Mumbai,B,1882.66,469.42,883756.02,-1.05
2025-05-11,Onion,Chennai,B,2081.16,619.0,1288233.59,-4.63
2026-01-18,Wheat,Bangalore,C,2370.24,242.01,573615.58,0.52
2025-04-15,Maize,Hyderabad,A,2297.66,227.08,521747.42,4.83
2025-07-07,Rice,Delhi,C,3148.6,1063.87,3349690.61,-3.05
2025-03-16,Tomato,Chennai,C,2716.38,332.56,903360.48,-1.1
2025-09-06,Soybean,Delhi,B,3670.59,138.37,507916.03,2.93
2025-04-17,Potato,Chennai,C,1662.03,63.22,105069.49,-0.16
2025-07-31,Wheat,Bangalore,C,2025.19,1406.31,2848057.42,4.9
2025-07-05,Maize,Chennai,B,1629.66,813.4,1325574.08,0.93
2025-06-09,Tomato,Kolkata,B,2907.51,522.49,1519153.27,-2.62
2025-10-22,Onion,Bangalore,A,1570.63,335.2,526481.36,-1.13
2025-07-04,Potato,Bangalore,A,1593.12,433.23,690184.2,2.69
